<title>/IN --> IN/IN
,/, --> ,/,
and/CC --> and/CC
traveled/VBD --> travel/VBD
farther/RB --> farther/RB
./. --> ./.
As/IN --> as/IN
they/PRP --> they/PRP
were/VBD --> be/VBD
on/IN --> on/IN
their/PRP$ --> they/PRP$
way/NN --> way/NN
,/, --> ,/,
the/DT --> the/DT
one/CD --> one/CD
with/IN --> with/IN
the/DT --> the/DT
pig/NN --> pig/NN
's/POS --> 's/POS
heart/NN --> heart/NN
did/VBD --> do/VBD
not/RB --> not/RB
stay/VB --> stay/VB
with/IN --> with/IN
them/PRP --> they/PRP
at/IN --> at/IN
all/DT --> all/DT
,/, --> ,/,
but/CC --> but/CC
wherever/WRB --> wherever/WRB
there/EX --> there/EX
was/VBD --> be/VBD
a/DT --> a/DT
corner/NN --> corner/NN
he/PRP --> he/PRP
ran/VBD --> run/VBD
to/TO --> to/TO
it/PRP --> it/PRP
,/, --> ,/,
and/CC --> and/CC
rooted/VBD --> root/VBD
about/RB --> about/RB
in/IN --> in/IN
it/PRP --> it/PRP
with/IN --> with/IN
his/PRP$ --> he/PRP$
nose/NN --> nose/NN
as/IN --> as/IN
pigs/NNS --> pig/NNS
do/VBP --> do/VBP
./. --> ./.
The/DT --> the/DT
others/NNS --> other/NNS
wanted/VBD --> want/VBD
to/TO --> to/TO
hold/VB --> hold/VB
him/PRP --> he/PRP
back/RB --> back/RB
by/IN --> by/IN
the/DT --> the/DT
tail/NN --> tail/NN
of/IN --> of/IN
his/PRP$ --> he/PRP$
coat/NN --> coat/NN
,/, --> ,/,
but/CC --> but/CC
that/DT --> that/DT
did/VBD --> do/VBD
no/DT --> no/DT
good/JJ --> good/JJ
;/: --> ;/:
he/PRP --> he/PRP
tore/VBD --> tear/VBD
himself/PRP --> himself/PRP
loose/JJ --> loose/JJ
,/, --> ,/,
and/CC --> and/CC
ran/VBD --> run/VBD
wherever/WRB --> wherever/WRB
the/DT --> the/DT
dirt/NN --> dirt/NN
was/VBD --> be/VBD
thickest/JJS --> thickest/JJS
./. --> ./.
The/DT --> the/DT
second/NN --> second/NN
also/RB --> also/RB
behaved/VBD --> behave/VBD
very/RB --> very/RB
strangely/RB --> strangely/RB
;/: --> ;/:
he/PRP --> he/PRP
rubbed/VBD --> rub/VBD
his/PRP$ --> he/PRP$
eyes/NNS --> eye/NNS
,/, --> ,/,
and/CC --> and/CC
said/VBD --> say/VBD
to/TO --> to/TO
the/DT --> the/DT
others/NNS --> other/NNS
,/, --> ,/,
``/`` --> ``/``
Comrades/NNS --> comrade/NNS
,/, --> ,/,
what/WP --> what/WP
is/VBZ --> be/VBZ
the/DT --> the/DT
matter/NN --> matter/NN
?/. --> ?/.
I/PRP --> I/PRP
do/VBP --> do/VBP
n't/RB --> not/RB
see/VB --> see/VB
at/IN --> at/IN
all/DT --> all/DT
./. --> ./.
Will/NNP --> Will/NNP
one/CD --> one/CD
of/IN --> of/IN
you/PRP --> you/PRP
lead/VBP --> lead/VBP
me/PRP --> I/PRP
,/, --> ,/,
so/RB --> so/RB
that/IN --> that/IN
I/PRP --> I/PRP
do/VBP --> do/VBP
not/RB --> not/RB
fall/VB --> fall/VB
./. --> ./.
''/'' --> ''/''
Then/RB --> then/RB
with/IN --> with/IN
difficulty/NN --> difficulty/NN
they/PRP --> they/PRP
traveled/VBD --> travel/VBD
on/IN --> on/IN
till/IN --> till/IN
evening/NN --> evening/NN
,/, --> ,/,
when/WRB --> when/WRB
they/PRP --> they/PRP
reached/VBD --> reach/VBD
another/DT --> another/DT
inn/NN --> inn/NN
./. --> ./.
They/PRP --> they/PRP
went/VBD --> go/VBD
into/IN --> into/IN
the/DT --> the/DT
bar/NN --> bar/NN
together/RB --> together/RB
,/, --> ,/,
and/CC --> and/CC
there/RB --> there/RB
at/IN --> at/IN
a/DT --> a/DT
table/NN --> table/NN
in/IN --> in/IN
the/DT --> the/DT
corner/NN --> corner/NN
sat/VBD --> sit/VBD
a/DT --> a/DT
rich/JJ --> rich/JJ
man/NN --> man/NN
counting/VBG --> count/VBG
money/NN --> money/NN
./. --> ./.
The/DT --> the/DT
one/CD --> one/CD
with/IN --> with/IN
the/DT --> the/DT
thief/NN --> thief/NN
's/POS --> 's/POS
hand/NN --> hand/NN
walked/VBD --> walk/VBD
round/NN --> round/NN
about/IN --> about/IN
him/PRP --> he/PRP
,/, --> ,/,
made/VBD --> make/VBD
a/DT --> a/DT
sudden/JJ --> sudden/JJ
movement/NN --> movement/NN
twice/RB --> twice/RB
with/IN --> with/IN
his/PRP$ --> he/PRP$
arm/NN --> arm/NN
,/, --> ,/,
and/CC --> and/CC
at/IN --> at/IN
last/JJ --> last/JJ
when/WRB --> when/WRB
the/DT --> the/DT
stranger/NN --> stranger/NN
turned/VBD --> turn/VBD
away/RB --> away/RB
,/, --> ,/,
he/PRP --> he/PRP
snatched/VBD --> snatch/VBD
at/IN --> at/IN
the/DT --> the/DT
pile/NN --> pile/NN
of/IN --> of/IN
money/NN --> money/NN
,/, --> ,/,
and/CC --> and/CC
took/VBD --> take/VBD
a/DT --> a/DT
handful/NN --> handful/NN
from/IN --> from/IN
it/PRP --> it/PRP
./. --> ./.
One/CD --> one/CD
of/IN --> of/IN
them/PRP --> they/PRP
saw/VBD --> see/VBD
this/DT --> this/DT
,/, --> ,/,
and/CC --> and/CC
said/VBD --> say/VBD
,/, --> ,/,
``/`` --> ``/``
Comrade/NNP --> Comrade/NNP
,/, --> ,/,
what/WP --> what/WP
art/NN --> art/NN
thou/NN --> thou/NN
about/IN --> about/IN
?/. --> ?/.
Thou/NNP --> Thou/NNP
must/MD --> must/MD
not/RB --> not/RB
steal/VB --> steal/VB
shame/NN --> shame/NN
on/IN --> on/IN
thee/NN --> thee/NN
!/. --> !/.
''/'' --> ''/''
``/`` --> ``/``
Eh/NNP --> Eh/NNP
,/, --> ,/,
''/'' --> ''/''
said/VBD --> say/VBD
he/PRP --> he/PRP
,/, --> ,/,
``/`` --> ``/``
but/CC --> but/CC
how/WRB --> how/WRB
can/MD --> can/MD
I/PRP --> I/PRP
stop/VB --> stop/VB
myself/PRP --> myself/PRP
?/. --> ?/.
My/PRP$ --> my/PRP$
hand/NN --> hand/NN
twitches/NNS --> twitch/NNS
,/, --> ,/,
and/CC --> and/CC
I/PRP --> I/PRP
am/VBP --> be/VBP
forced/VBN --> force/VBN
to/TO --> to/TO
snatch/VB --> snatch/VB
things/NNS --> thing/NNS
whether/IN --> whether/IN
I/PRP --> I/PRP
will/MD --> will/MD
or/CC --> or/CC
not/RB --> not/RB
./. --> ./.
''/'' --> ''/''
After/IN --> after/IN
this/DT --> this/DT
,/, --> ,/,
they/PRP --> they/PRP
lay/VBD --> lay/VBD
down/RP --> down/RP
to/TO --> to/TO
sleep/VB --> sleep/VB
,/, --> ,/,
and/CC --> and/CC
while/IN --> while/IN
they/PRP --> they/PRP
were/VBD --> be/VBD
lying/VBG --> lie/VBG
there/EX --> there/EX
it/PRP --> it/PRP
was/VBD --> be/VBD
so/RB --> so/RB
dark/JJ --> dark/JJ
that/IN --> that/IN
no/DT --> no/DT
one/NN --> one/NN
could/MD --> could/MD
see/VB --> see/VB
his/PRP$ --> he/PRP$
own/JJ --> own/JJ
hand/NN --> hand/NN
./. --> ./.
All/DT --> all/DT
at/IN --> at/IN
once/RB --> once/RB
the/DT --> the/DT
one/CD --> one/CD
with/IN --> with/IN
the/DT --> the/DT
cat/NN --> cat/NN
's/POS --> 's/POS
eyes/NNS --> eye/NNS
awoke/VBD --> awake/VBD
,/, --> ,/,
aroused/VBD --> arouse/VBD
the/DT --> the/DT
others/NNS --> other/NNS
,/, --> ,/,
and/CC --> and/CC
said/VBD --> say/VBD
./. --> ./.
``/`` --> ``/``
Brothers/NNP --> Brothers/NNP
,/, --> ,/,
just/RB --> just/RB
look/VB --> look/VB
up/RP --> up/RP
,/, --> ,/,
do/VBP --> do/VBP
you/PRP --> you/PRP
see/VB --> see/VB
the/DT --> the/DT
white/JJ --> white/JJ
mice/NNS --> mouse/NNS
running/VBG --> run/VBG
about/IN --> about/IN
there/EX --> there/EX
?/. --> ?/.
''/'' --> ''/''
The/DT --> the/DT
two/CD --> two/CD
sat/VBD --> sit/VBD
up/RB --> up/RB
,/, --> ,/,
but/CC --> but/CC
could/MD --> could/MD
see/VB --> see/VB
nothing/NN --> nothing/NN
./. --> ./.
Then/RB --> then/RB
said/VBD --> say/VBD
he/PRP --> he/PRP
,/, --> ,/,
``/`` --> ``/``
Things/NNS --> thing/NNS
are/VBP --> be/VBP
not/RB --> not/RB
right/JJ --> right/JJ
with/IN --> with/IN
us/PRP --> we/PRP
,/, --> ,/,
we/PRP --> we/PRP
have/VBP --> have/VBP
not/RB --> not/RB
got/VBN --> get/VBN
back/RB --> back/RB
again/RB --> again/RB
what/WP --> what/WP
is/VBZ --> be/VBZ
